Tickets: 6016
Sets: 420

+-------------------------------------------------------------+-----+----+----+----+----+----+------+
|                             addr                            |  1  | 2  | 3  | 4  | 5  | 6  | sets |
| stake1u90sracng399wnjgmq350mvnl7k550dfdcfp3l7arhuqwwgt85hng |  0  | 0  | 1  | 5  | 5  | 0  |  0   |
| stake1u92cqqyzt3nyf0y7l449ynsvxmrt8u34yhs0pztzxx90whq5thvm2 |  0  | 0  | 1  | 0  | 0  | 0  |  0   |
| stake1u92k7sjmx7t9ez9dt8mh3n8djepd3w85fhaz3yvehn5efegzzgjt9 |  0  | 0  | 4  | 0  | 0  | 0  |  0   |
| stake1u947ctu8rr7vqs6q7vvm7kzdyhs2nnzvrtr3hauv2tszc2ctwx9tk |  0  | 0  | 10 | 0  | 0  | 0  |  0   |
| stake1u955am3f359cddhk24t2h4zzjzu4q0ywlssuhthphg3hnucphq3nd |  0  | 0  | 1  | 0  | 0  | 0  |  0   |
| stake1u99yumn4ezw5rr8hkaugrl5udd4xe6vwdmmnxwj58tlmjtsagudx0 |  0  | 0  | 1  | 1  | 1  | 1  |  1   |
| stake1u9cf6eedf42e2wl90lrv9p82n9h8xz7eud3feg0jaj3w5pggcpdj9 |  0  | 0  | 2  | 20 | 21 | 2  |  2   |
| stake1u9cwmcq4mfe3qv04jgup3ml6twuh4fe6fap9qlgq8tt335gewqa90 |  0  | 0  | 1  | 1  | 1  | 1  |  1   |
| stake1u9dqykmhn92adcfwu4cg6uq6t8gr8rrxgquy7tmy0z7yncqc4cj8d |  0  | 0  | 1  | 10 | 5  | 6  |  1   |
| stake1u9g3sk0y60nurvl2492977r43eh93xwj8zycfl3d29slfwg29ztlr |  0  | 0  | 3  | 1  | 0  | 0  |  0   |
| stake1u9hm5q5sg4wqzns59af2uqtndar8vk2lyd6y2zv5vrtft0srx4zkc |  0  | 0  | 5  | 0  | 0  | 0  |  0   |
| stake1u9jg3jvmy0epenfxwzvhg4jzu8sn6ntylvlgzy8rfrrcegspd8vdc |  0  | 0  | 1  | 3  | 1  | 1  |  1   |
| stake1u9lvfd2lwd2k0vxkgaq0kqqa7ak2lpkalxha9uaen9ajdxgl0pq2y |  0  | 0  | 1  | 1  | 1  | 4  |  1   |
| stake1u9sk8z97nfqmkpf9q0q5wn3jcvjgqtxrzus3u8g0sau24ugv5knxw |  0  | 0  | 41 | 20 | 25 | 20 |  20  |
| stake1u9vryg3rwqg0skme30jl5h96rqp24kxwhqg3jqlrlz9enxsh8c3t4 |  0  | 0  | 1  | 1  | 1  | 1  |  1   |
| stake1u9w0puxzvc8jdmyvdsfya0c3adtx3y487j7hgnj2e76dkagstklzh |  0  | 0  | 1  | 1  | 1  | 1  |  1   |
| stake1ux3r76pfcya9n62udm8c24ecvhf2qf6au8ln4ajxul3pw0s3wgrty |  0  | 0  | 2  | 10 | 2  | 2  |  2   |
| stake1ux7lgzrvs2n2m6spmzzqv7hs7pr2skk5ghq0dgw0v7wlxsshjmdwa |  0  | 0  | 2  | 4  | 3  | 2  |  2   |
| stake1uxcfwkagmc2td3l6xxntteuc0kk2ss8kd3rfs0493ymjf7sxg5l9j |  0  | 0  | 10 | 0  | 0  | 0  |  0   |
| stake1uxcpcacrl5v6ave7dcw2nkm2u76rhxt47ppllm6zyeqxdqc5sf9at |  0  | 0  | 3  | 0  | 0  | 0  |  0   |
| stake1uxl43w8938ppp3xmyqefh6l47khhg203h29elu0ekd22a5shhg0pd |  0  | 0  | 2  | 5  | 5  | 3  |  2   |
| stake1uxm42f5x0u39knfdzl4f935z6x9mcvq2laffmzn6x3lnsssey54ge |  0  | 0  | 3  | 3  | 5  | 3  |  3   |
| stake1uxrgg3nmlndlzfrahl5d2vqsgy6ue9zv35rwtav46rwdzfsgtdehx |  0  | 0  | 3  | 0  | 0  | 0  |  0   |
| stake1uxueq988u0lvadfatfg9xjmaq9vtmljlsr6gtdw8w7lrfmcejhrze |  0  | 0  | 22 | 0  | 0  | 0  |  0   |
| stake1uxuy80m8g2t8a22dxxtekp4f379meg7exx5ppma4c94l46gytygua |  0  | 0  | 2  | 0  | 0  | 0  |  0   |
| stake1uxvqegmkhzfjrxm293qn83aza4r4u68qrass8fkn5eqd3dcv8wdvf |  0  | 0  | 6  | 0  | 0  | 0  |  0   |
| stake1uxwm06lc5s9w5g2jkxj6xtg7umt6ghjxnmnhxfg39rhv20smud00e |  0  | 0  | 5  | 5  | 5  | 5  |  5   |
| stake1uxz6thru7wx4nc238whesakdqnvmavwedcq088lnx33ts6ce029dm |  0  | 0  | 4  | 20 | 0  | 0  |  0   |
| stake1uy0xdlr0p39qqtszq24n9etk35sc5gh23q2593hehrkh4fsgfpwtk |  0  | 0  | 1  | 0  | 0  | 0  |  0   |
| stake1uy67vked25dcy5uz36kcks770j0epfdgfshct099s8j8e7s3v45tr |  0  | 0  | 5  | 0  | 6  | 0  |  0   |
| stake1uy6jt5yzcm2uxnjtedsmvswaqg0jzrelkyq2rd370n8sedqs26g6y |  0  | 0  | 1  | 0  | 0  | 0  |  0   |
| stake1uy8axnv90nspa4kwnl4760378qdvqwkl0crl7r5z0rqwlpq0a0pgf |  0  | 0  | 5  | 0  | 0  | 0  |  0   |
| stake1uy9ucs8xzcctrhzpwm9l20a3yhssym48nqpanzazzzqqmrqfwv8ah |  0  | 0  | 1  | 0  | 0  | 0  |  0   |
| stake1uyccd0kyjw5qfykkmcqdxn5chdww4t7emnz9r0t5em9g0gqmepgkm |  0  | 0  | 1  | 0  | 0  | 0  |  0   |
| stake1uysj2h50ckm34u5kfy3g6m9h4smez8sxekldlc97ljr8h5suakx8g |  0  | 0  | 1  | 1  | 1  | 1  |  1   |
| stake1uyxf4klqm93uw9hlt5jjdngx68ydq8sfk35ktktd2h5qmgguyv44c |  0  | 0  | 3  | 0  | 0  | 0  |  0   |
| stake1uyxtx3m2tn3csken9uk97nw5c96mlmhtmm9kev5ycualj4cuuwrdu |  0  | 0  | 1  | 0  | 0  | 0  |  0   |
| stake1uyyswpypn9vuvkved26hp0cwe3urvyrptaas5reqgynkr2qfklcrg |  0  | 0  | 3  | 0  | 0  | 0  |  0   |
| stake1u829eq6lk5t06xx4w42scwagena79prx5rtlrz6gxmtq2vcx250rf |  0  | 0  | 0  | 10 | 0  | 2  |  0   |
| stake1u84vk7h9tee6k2ujz2uas8wffwhcn64a3fek36xj7ew2umgdruemr |  0  | 0  | 0  | 10 | 0  | 0  |  0   |
| stake1u853wq9x3jpl353700ewf85y295cqvu4l3vg68g0ud43excvnee7y |  0  | 0  | 0  | 20 | 5  | 4  |  0   |
| stake1u86ed5gxms0v67t773zfgegrmg2j5mmjnf74jt8hcx40rwqhvgk5p |  0  | 0  | 0  | 5  | 0  | 0  |  0   |
| stake1u8dq28dtjz64e6kgd3rj8d29rkkmp6hq2v64mw5ax0x676c7vmzjd |  0  | 0  | 0  | 3  | 2  | 0  |  0   |
| stake1u8hemgfm5nd2lvypjxh97ljxlcvy3wy6syzkrkdtp60p6ts4gydem |  0  | 0  | 0  | 8  | 3  | 0  |  0   |
| stake1u8j94a35p36hprmzx7em64qgt0av87r35jwc9wttczd79ugeaplcw |  0  | 0  | 0  | 6  | 1  | 0  |  0   |
| stake1u8ja24yz7duqddz2mlhmgmwe4flea05hl0cqnmj9anc2a6qelyl5x |  0  | 0  | 0  | 30 | 0  | 0  |  0   |
| stake1u8mtkfcfldykk4jnp7q6f2jfhldee595upfr789p4rg75yglsmw8f |  0  | 0  | 0  | 1  | 0  | 0  |  0   |
| stake1u8rwfahjzcsdqyur3h6qch49y7d7mg858k0wz4z2m06fl4ckp7qlz |  0  | 0  | 0  | 1  | 0  | 0  |  0   |
| stake1u8xz3l6n849k7pzs69tq6h55ktx6refd5r2d3h08spqzeaqeu72ku |  0  | 0  | 0  | 10 | 0  | 10 |  0   |
| stake1u926nkkdy9g3l8ac44ajyha3hc8rn2hluzuc5qxqhgh06ycf86y72 |  0  | 0  | 0  | 5  | 2  | 2  |  0   |
| stake1u947dlegnp0m4unl7ascxjeu8csurnp6lla6uwt7teh2e9q03njdp |  0  | 0  | 0  | 2  | 0  | 0  |  0   |
| stake1u996pl2wg0xl54pcmku8hmyhc2whnva440v2tf6ld7xdynsmcqv8t |  0  | 0  | 0  | 10 | 0  | 0  |  0   |
| stake1u99ah8j2xcu88ad63wff7y2jc8sjp7zc9uhmjkgwqfedq9s0htx6x |  0  | 0  | 0  | 1  | 0  | 0  |  0   |
| stake1u9a37hv404g7skd0r6thnw6vd0cerwqqwd24q78j3hn669crwn7l7 |  0  | 0  | 0  | 1  | 0  | 0  |  0   |
| stake1u9amnhvnzsx2c8neqe4uz4sp2cmppfzjv7005z8f4jcpdus58sae8 |  0  | 0  | 0  | 2  | 0  | 0  |  0   |
| stake1u9dms7p3drr5zk5shku0jetpjxchggsfhe79k36t368k59g5rp8rs |  0  | 0  | 0  | 5  | 1  | 0  |  0   |
| stake1u9eku8wxdpas2vqhzwwqhaqnan8dawuvmcagzxg94a3mnaqqfgw05 |  0  | 0  | 0  | 3  | 0  | 0  |  0   |
| stake1u9h9fg34uqe72lct6r5cdcqpd8und98e2vk3dn52uu4lywgzcuy54 |  0  | 0  | 0  | 2  | 0  | 0  |  0   |
| stake1u9t234g88zmfu4z98aqwcym8ep9kk2twamzl72z8s0d3v0g6855h3 |  0  | 0  | 0  | 10 | 0  | 0  |  0   |
| stake1u9v9k67z20d7hlg53u93fq3ducdqwve63cn9t7x6gqyka4gymqhd5 |  0  | 0  | 0  | 13 | 0  | 0  |  0   |
| stake1u9wear3hk7ng0gqlf30hl6twl77gg73wecr4zqdqvy77xpgukdlhd |  0  | 0  | 0  | 2  | 0  | 0  |  0   |
| stake1u9wjxfty4843j7tjjw8dz8c3jpm3x23r938v9s0ej5c2e3ssmsmr9 |  0  | 0  | 0  | 1  | 0  | 0  |  0   |
| stake1u9wvj7kgmgt0ecun2mevf7ve7s0kezhcprtxeuhj8rgp99sywf4ut |  0  | 0  | 0  | 5  | 5  | 1  |  0   |
| stake1u9wwzv8d44cgzzdmkkkvne57phj2y23f5g0psyz48gh9dxguw2pvn |  0  | 0  | 0  | 3  | 0  | 0  |  0   |
| stake1ux2nfa7gxvan089xg4dawlnhmhxah95c90jxdwpxk5lwcncead07f |  0  | 0  | 0  | 10 | 0  | 0  |  0   |
| stake1ux5xmq5xsep6wjk970w2ynt86qa94afsztzy0qd2mlmtwzqjf5q60 |  0  | 0  | 0  | 6  | 0  | 0  |  0   |
| stake1ux6suxhckfzej68mew3k8hemjwp8haqzp3cuqwe82tvkztq5spxfu |  0  | 0  | 0  | 1  | 0  | 0  |  0   |
| stake1ux9yuh56pa9s5k4hkqnp9e58a076vt4xupqztsqyerex0asfvs2w3 |  0  | 0  | 0  | 1  | 0  | 0  |  0   |
| stake1uxf0ed9n6qzg2m8a7r4m0qh677mnxx4tyv0zrj5ql5v2ewcfhd8v3 |  0  | 0  | 0  | 1  | 0  | 0  |  0   |
| stake1uxf4qe6xxs30kvr2e9ehtvd630mxhekelw257jxlkk5r23qj9rkna |  0  | 0  | 0  | 1  | 0  | 0  |  0   |
| stake1uxfjgh8nq6jzr82me65peh9hcpnfqt46v05w545y6c83pnqwp4r3d |  0  | 0  | 0  | 10 | 0  | 0  |  0   |
| stake1uxg9c52wc347shetzwdkfqryvsmgd82usqc9md7ksk4vw3sn2ku95 |  0  | 0  | 0  | 2  | 0  | 0  |  0   |
| stake1uxhml6tvxh2vzp45j5zx4ft2sjr67mlmg0rns8jgudkyt4qhx8hu5 |  0  | 0  | 0  | 3  | 0  | 0  |  0   |
| stake1uxmcpq62e99tq7zqkafwrrtkcdg7e7uc42sn4vut3g0hjrswy78v8 |  0  | 0  | 0  | 4  | 9  | 0  |  0   |
| stake1uxmyhtmdn2nv3t23p2xkrtk34rq994969q559lzxpdcm8csq927ej |  0  | 0  | 0  | 10 | 0  | 0  |  0   |
| stake1uxuqcy6jsx3q8myzm84mp322qfdkxymr4gqvmhcft6zfgssxg265u |  0  | 0  | 0  | 40 | 0  | 0  |  0   |
| stake1uxyng8c8dx8lx0aglhkrwp2f8a0vzperrvkkpk3qshzaqsgkhd4ra |  0  | 0  | 0  | 17 | 17 | 0  |  0   |
| stake1uy05g4uxtfasr9s5p0pq2ll4rvlvcghauyj04shed9s9ghgapua4m |  0  | 0  | 0  | 10 | 20 | 5  |  0   |
| stake1uy0zdrhwkcfv2q7tsgdlv6sk204fvj4564qurjshg2pfljqn9hyd0 |  0  | 0  | 0  | 2  | 0  | 0  |  0   |
| stake1uy2gwx8qz2xnetd07svyq6thgxvnv2jzcl4f0wr63du9eqc5pddgn |  0  | 0  | 0  | 1  | 5  | 5  |  0   |
| stake1uymr2hslknpmdz9mnvpfm55pud8y5tdj6jjx49gm3dfxgesdg2a4y |  0  | 0  | 0  | 1  | 2  | 0  |  0   |
| stake1uymurkyx3xccmtr6krh57u3xu9jsjkskaszzpaq6rav72lq9zk4w5 |  0  | 0  | 0  | 4  | 0  | 0  |  0   |
| stake1uyq6jh3y28vg408883hxyc6emrj9pzw794vhxzn6rnjd3ysdrmq7t |  0  | 0  | 0  | 2  | 0  | 0  |  0   |
| stake1uyqvy367qrdvnxe0v4ry8wzqa2hh55jdnxvr5qg8rk9qx9qnt4d88 |  0  | 0  | 0  | 9  | 0  | 0  |  0   |
| stake1uyt4yxghr42l8jx22xajvuh2kjxmcqjeak889ttlcwgsapqn8xzzt |  0  | 0  | 0  | 2  | 0  | 0  |  0   |
| stake1uytyq97kc5xc6uwy9vt0xskhfaesv3q49efxgmhrengxpec3j5cta |  0  | 0  | 0  | 1  | 1  | 0  |  0   |
| stake1uyv4v7n8etnhjwvxnzetyu92l2mnw3ehxs5kl8x0fpltm4sjqr3dd |  0  | 0  | 0  | 10 | 0  | 0  |  0   |
| stake1u82jgkftk2ylxhtqc2vsrz5g2t2m6ns8a36fgmhkzrf3qvq04aqj9 |  0  | 0  | 0  | 0  | 5  | 0  |  0   |
| stake1u83hl9yne50syqm8gdsmaey3uf2fglaxnzj2n539f7ct50sgkr7jw |  0  | 0  | 0  | 0  | 1  | 0  |  0   |
| stake1u84lnq464q2k62ygjrrtf9z2tmska9xvlt4zcgar62kdy6sulyxn2 |  0  | 0  | 0  | 0  | 2  | 0  |  0   |
| stake1u850y00gutmtt7nlude9rat00ln639c376fhrugg4jnvvlqlyav4y |  0  | 0  | 0  | 0  | 1  | 0  |  0   |
| stake1u882lsx8d9ypgg608xukvywqphy20wwaurxky5z4ugt3fts5eumhw |  0  | 0  | 0  | 0  | 20 | 0  |  0   |
| stake1u88d9krxxy3ewllec3ywdwqwe476rkcz2xjv4r6c9wfzd0g6g8flz |  0  | 0  | 0  | 0  | 1  | 0  |  0   |
| stake1u89dd4tw7lx8tc8dw82x3mt7myee7cmyu5nqs0wellpy7uq9uslnk |  0  | 0  | 0  | 0  | 3  | 0  |  0   |
| stake1u89vcnfeh5a692g6czwcxlgz5lucu7fx3hz7gqj8huy3fdqx079cl |  0  | 0  | 0  | 0  | 1  | 0  |  0   |
| stake1u8ftmxmpmamt6xpq9f46yye7thmazpuradnpkqnkncurtfgrj0wl2 |  0  | 0  | 0  | 0  | 10 | 5  |  0   |
| stake1u8l75rn8q90yuga2w7u849g8dre3uudmpsqtqcn8u9f45mcffz33z |  0  | 0  | 0  | 0  | 5  | 0  |  0   |
| stake1u8mugq5f2rjfrvff3mcacnuf5ykdckws565792ky682vnlgm0xvdm |  0  | 0  | 0  | 0  | 1  | 0  |  0   |
| stake1u8rl70zezc873khvpk762jevhc5a4g0u2agzculqdwjmjhqukvt2w |  0  | 0  | 0  | 0  | 1  | 0  |  0   |
| stake1u8u8d5uqy0m0m26zx55crpnqfeaxrewdz5ufhgvsyqc0nlcspkrff |  0  | 0  | 0  | 0  | 10 | 0  |  0   |
| stake1u8utadhrrck65j9dd7s9n8fkj8acd743uksr6c7lusqlz0gc4z8vn |  0  | 0  | 0  | 0  | 1  | 0  |  0   |
| stake1u8y9pnlkrrucnp5sdwcjac0427j6dfej7wvscu0vepm492cua462h |  0  | 0  | 0  | 0  | 5  | 0  |  0   |
| stake1u8ya6cjf8grtawqvzdvzs2z64udnwn95y9src46wr67uaqchdef4s |  0  | 0  | 0  | 0  | 20 | 0  |  0   |
| stake1u92k6r6x3paz6pz9rsm9nkfq82zvk7vs9apc9he34tj00uqq26dm5 |  0  | 0  | 0  | 0  | 3  | 0  |  0   |
| stake1u95nepljqzg4ajd3wqsrhzzvvazr65ul7rlx7zwkhfeqnhc6mmsu3 |  0  | 0  | 0  | 0  | 3  | 2  |  0   |
| stake1u95z0tps9d67czrj0nd0c3hdn4z2gu9snfvuw8es9zc8s8gp4t4p7 |  0  | 0  | 0  | 0  | 5  | 0  |  0   |
| stake1u9hu56vlm4eva28pw6wc5l8cqwkkjqh6xj4l3crnn46uwpgv6v5nz |  0  | 0  | 0  | 0  | 4  | 0  |  0   |
| stake1u9hx2cj6ha36nz05akd0ql2cw9s8k8uk6dvrn4uutghvemg6x32x2 |  0  | 0  | 0  | 0  | 2  | 0  |  0   |
| stake1u9j9wr7qe80plu2nhnx9zz8nwwtuc7p99unvyyx2xajhn3gzwu06g |  0  | 0  | 0  | 0  | 2  | 0  |  0   |
| stake1u9kg7zlmvcljyxlnvu7qs222fezang3zhmezj08pr4z003q50p65n |  0  | 0  | 0  | 0  | 2  | 0  |  0   |
| stake1u9lva9qgjzc5hdvffpflwa2ddwlfdy9ywq2kgmwvut8t30q96lvkv |  0  | 0  | 0  | 0  | 1  | 0  |  0   |
| stake1u9pjlv7ueh4mtfpqdpkpe8rrujuud3mrx95w4y7x6j4sl0gz67sck |  0  | 0  | 0  | 0  | 15 | 0  |  0   |
| stake1u9ssseypannut3hfnlc030awmpsx23cvqrrwfzkeg52dc7qds0yq2 |  0  | 0  | 0  | 0  | 2  | 0  |  0   |
| stake1u9tukurz47mg8w0atee0kgp4nguelfzmf6m0eazg44hg6gc4kpdff |  0  | 0  | 0  | 0  | 4  | 0  |  0   |
| stake1u9vn73hewty6fxej3ekkah9n0349hje9jzwrcg22yp5v27s7ntn7f |  0  | 0  | 0  | 0  | 10 | 0  |  0   |
| stake1u9vux0gxaxvq0qnfn2j472hlyw977ge5ye8es83a5tkh9rcsqcdu4 |  0  | 0  | 0  | 0  | 6  | 0  |  0   |
| stake1u9y3skq67q3guxmul6w32tdv2gxx3z0hzzd9zm3tqhwc54sdgs23n |  0  | 0  | 0  | 0  | 5  | 0  |  0   |
| stake1u9yfgkfwemn666hak505n4pqdgkk48wudqwhlk4hw0nxdks89ffxn |  0  | 0  | 0  | 0  | 1  | 0  |  0   |
| stake1u9zauptqy3euj025wltu6kup2fncs5cme87r4ev6clllafcasa0aj |  0  | 0  | 0  | 0  | 5  | 0  |  0   |
| stake1ux0aluyl5fxt53emrg3vfuujqgn88gd8sfd7dn3tdycuclg8h4uks |  0  | 0  | 0  | 0  | 10 | 0  |  0   |
| stake1ux0cuf9e88v606tugn2ayhg4vggndjkgfk09l8khpn62dncdmma9t |  0  | 0  | 0  | 0  | 2  | 0  |  0   |
| stake1ux4xewljln4sspq8qwwuaz44xjfx3gg0dnd3aehx0d4mk6c9kanfv |  0  | 0  | 0  | 0  | 5  | 0  |  0   |
| stake1ux6fj0y7wx6md4zn46kzm42lwyeafndpt904wpau6wfdq3se7arem |  0  | 0  | 0  | 0  | 1  | 0  |  0   |
| stake1ux6s83xr8rjppx67fe6uqmk5xpmnfv6qq7t6vt3z63tg4qg367krm |  0  | 0  | 0  | 0  | 2  | 0  |  0   |
| stake1ux6xzemm36sqxu8u7s8nwtj82s6whg4vapvlpcfxdhqs2fcpzt8ta |  0  | 0  | 0  | 0  | 5  | 0  |  0   |
| stake1ux88f0n0k9cje4vccl56jd0xxsf96ug9hhlphpcmwjelzece00875 |  0  | 0  | 0  | 0  | 9  | 0  |  0   |
| stake1uxalfh35ljtjtnaxtjrxpnadnczxm5smnr2cv96z238nsfsq9kmr9 |  0  | 0  | 0  | 0  | 1  | 0  |  0   |
| stake1uxd85rmjudlya3ezlsmxrkcac0hvyelss8wyj2s7gzfcyag289d52 |  0  | 0  | 0  | 0  | 5  | 0  |  0   |
| stake1uxdxwn9st3qejuxveal6ry6pzxcajw6xs5fcw0mdketd4qc0gfla6 |  0  | 0  | 0  | 0  | 1  | 0  |  0   |
| stake1uxjchmpku6klckn5ymmy6n29xge44ugtqgl464aulphgnyq32d7d5 |  0  | 0  | 0  | 0  | 2  | 0  |  0   |
| stake1uxk2a0qahrrq28y3n77yu7atlj4w8tlltrs6wwzy4mxt8ncs03yx8 |  0  | 0  | 0  | 0  | 10 | 0  |  0   |
| stake1uxmekynk5utj6mrega8q7yvstz6fdjyph39d994wmflt5hsslsskr |  0  | 0  | 0  | 0  | 5  | 0  |  0   |
| stake1uxnwmc99nq80m83paes09u9gcuqy3mw0vz2c7qmea6k8xsqjt2eyf |  0  | 0  | 0  | 0  | 3  | 0  |  0   |
| stake1uxnyl2wkhkkwnyarlrkjtnl9eatna4z4zr8fxanj3er68ygryrurh |  0  | 0  | 0  | 0  | 4  | 0  |  0   |
| stake1uxpce06vdlea7f6l49t9ud83mwrtchsfuv5heyst8882plsr9mw4q |  0  | 0  | 0  | 0  | 1  | 0  |  0   |
| stake1uxx002ttl32y5scqj7qs2mn0mgj27cehfl2a6vzrvltp70q0cjn9v |  0  | 0  | 0  | 0  | 1  | 0  |  0   |
| stake1uxzs3wn5z2eatf2lkr3ek597j0hrsjaseg3wsv2auqkeynsk0p8xh |  0  | 0  | 0  | 0  | 1  | 0  |  0   |
| stake1uxztvy2nh64lf7g7j2uf6mvqea7lnx4x0mgykcr72a7sg5c6zvwcg |  0  | 0  | 0  | 0  | 1  | 0  |  0   |
| stake1uy0fyclpzg8yn4zjl9tvhrk60l5f6nnf6tc50gc0qvsdckgfacq7e |  0  | 0  | 0  | 0  | 4  | 0  |  0   |
| stake1uy2h4t5unst0czhv4fjrtz8y2v6qe776mw7kuj7ftrjfxwc2wmyks |  0  | 0  | 0  | 0  | 5  | 0  |  0   |
| stake1uy3vwaepkspgc2nu49ydna4e4ujt56gxd4acvfqn2n3w00gqxfg6u |  0  | 0  | 0  | 0  | 3  | 0  |  0   |
| stake1uy4mh7z02yk2m6xh8zy8a0t6yt8jzn4tkzy5zvrw30epc0qq9fzsj |  0  | 0  | 0  | 0  | 1  | 0  |  0   |
| stake1uycydj3p7tyggvez4q6qw8xt25xncfrdfuhc7zj7wn4ms9cv0rgh2 |  0  | 0  | 0  | 0  | 2  | 0  |  0   |
| stake1uygnuv3fpfamct4al838unth6y3d4z84q9vralfe0xpg6dq0v2yz5 |  0  | 0  | 0  | 0  | 10 | 0  |  0   |
| stake1uym94dxdla749s4asafxxxtjf6cpf3037xny9g2se7tpknqqdsqm3 |  0  | 0  | 0  | 0  | 3  | 0  |  0   |
| stake1uymkt67k73ksn738ru6uzx62mgt56s8a85s40kjewkc0u7qhu4e72 |  0  | 0  | 0  | 0  | 1  | 0  |  0   |
| stake1uynk4rs70vuhjlmd09t956d2a7x3jw5z9vscrgwfkpsf4qcknd9lq |  0  | 0  | 0  | 0  | 1  | 0  |  0   |
| stake1uys2984ketgea0e9lv8vgz2ftmnlamyz0pguc4gcz09m6qs8vud44 |  0  | 0  | 0  | 0  | 1  | 0  |  0   |
| stake1uysrprd534jj2d5y3fc2h87pl8xj8th40qqplz5fdzs20mqkmf3h9 |  0  | 0  | 0  | 0  | 20 | 1  |  0   |
| stake1uyswdda2gc63l0htxqxkzx6g3e9au43fyu5alqngdhhp66cw39yv4 |  0  | 0  | 0  | 0  | 5  | 0  |  0   |
| stake1uyumljkl3qhy92xcztarun9pq8yue9m6c9tt85g7vqhujxs4c96u4 |  0  | 0  | 0  | 0  | 1  | 0  |  0   |
| stake1u80hvcd5gwz6kydgnqtuq3qpnn6wlxhqeg6srvhekrxsnfq4xudhw |  0  | 0  | 0  | 0  | 0  | 1  |  0   |
| stake1u8ghsxr4ps0sjgn5pq46fmezsj8k24cnt00qcxtsw5k4mnse69vct |  0  | 0  | 0  | 0  | 0  | 1  |  0   |
| stake1u8ledvamvyqxxnfnr2w66n2v6y4xm7dy86dy8gc9e35lzesva4e3k |  0  | 0  | 0  | 0  | 0  | 2  |  0   |
| stake1u8t2ehtt58wnjy64gxrvx4a6n8me78uwzs44efhhkxy2j9cdt35rw |  0  | 0  | 0  | 0  | 0  | 2  |  0   |
| stake1u98lt78r6s7wdvv7csvhuvc7smg0tevtqtt6wk67wn8ljhgfhfd0s |  0  | 0  | 0  | 0  | 0  | 3  |  0   |
| stake1u9crp0jxc8tn4pur7hxwefavgvu3sq4grf6de99dxck58qqukpp07 |  0  | 0  | 0  | 0  | 0  | 5  |  0   |
| stake1u9m9mk4qcdnd3kmecqyljvwmnlyefx2c6e6jdpkmxc3rahsj4eu39 |  0  | 0  | 0  | 0  | 0  | 2  |  0   |
| stake1u9zh2jykw27fdpa637s3g5pd0zvadauppmel4frehvutaqqkpy327 |  0  | 0  | 0  | 0  | 0  | 1  |  0   |
| stake1ux542vjhgad0wckl9f2d34fhj5kedxgs6lfwl39wya2epwc7l0vzd |  0  | 0  | 0  | 0  | 0  | 1  |  0   |
| stake1ux9dm0k2zrun2emjtn9hj3mp5lmn7ca24tzfr4scd9pku5gsnjpeg |  0  | 0  | 0  | 0  | 0  | 1  |  0   |
| stake1uxcqaz984e9r43p676mwv25ludpu22fdhptrujqyh3935fsffky3n |  0  | 0  | 0  | 0  | 0  | 1  |  0   |
| stake1uxr4qjxewez74r7dnugzswjm4zxhqqzwdjr526gt9mzxdeqylvs64 |  0  | 0  | 0  | 0  | 0  | 1  |  0   |
| stake1uxrjukm0crhvy9tqyc2jr3w995gmzhlz9sq50t6v5lw832gs39w80 |  0  | 0  | 0  | 0  | 0  | 3  |  0   |
| stake1uxx3tfham8ta05zcz465ux2s9hyxzv0c46zt5gste094a4qykqhv3 |  0  | 0  | 0  | 0  | 0  | 2  |  0   |
| stake1uy4qve3dp8jfhs9krx9697e565dq2kkzp7ukc7hs98ekd2qqwjecz |  0  | 0  | 0  | 0  | 0  | 2  |  0   |
| stake1uyqz49zyavsvqr3zm8uk9y4dczz9dartpxgg68mmzvap5jgk0kctf |  0  | 0  | 0  | 0  | 0  | 6  |  0   |
| stake1uytnl2frh9w6ctsmsn7h6lu63dsr6xg297gumkpcaz7y3hst2kxnh |  0  | 0  | 0  | 0  | 0  | 5  |  0   |
+-------------------------------------------------------------+-----+----+----+----+----+----+------+
