Tickets: 6016
Sets: 420

+-------------------------------------------------------------+-----+----+----+----+----+----+------+
|                             addr                            |  1  | 2  | 3  | 4  | 5  | 6  | sets |
| stake1uxng6srnpm0rxq8tkuegn99s4ajddt9f97yugjn0epkvjhgvj7k9u |  3  | 0  | 0  | 0  | 0  | 0  |  0   |
| stake1uxq6ma7ntg0sxg0nj6ltdxg0n8td8arkjawkv7kxkpwd4yqjmkmz2 |  1  | 0  | 1  | 1  | 1  | 2  |  1   |
| stake1uxq8x7yqmvvtwun6jh6w7dvvr7qc4zfx6p6tyxy4u50slts2h3hsa |  7  | 0  | 5  | 0  | 0  | 0  |  0   |
| stake1uxqh9rn76n8nynsnyvf4ulndjv0srcc8jtvumut3989cqmgjt49h6 |  1  | 0  | 0  | 0  | 0  | 0  |  0   |
| stake1uxqrvzwqz2mngf6tfk9jdzh9ag3wnljhlexvzus0667h7tsvsu65l |  1  | 0  | 0  | 1  | 1  | 5  |  1   |
| stake1uxrn70p3k2quyzem30r8m7l0n6lcht3gjl6eqt30qlxlypcxfm9up |  3  | 2  | 1  | 10 | 12 | 6  |  6   |
| stake1uxrzaqqs2zr9acctgm65jpvtf045kfm7jrz5xw9m3k7wjxq0scte2 |  1  | 0  | 0  | 0  | 0  | 0  |  0   |
| stake1uxspqkfthv7m23uluflskeqm60qpk4mmgufzxzddjyaujtq8zyuuz |  1  | 2  | 0  | 31 | 20 | 31 |  3   |
| stake1uxt4j4acgxux5yqfzsyp0frqmmsrpuwp8mt37vyz9jgtptgknyatx |  6  | 0  | 0  | 0  | 0  | 0  |  0   |
| stake1uxu799umrqssd7nmptpg0k3z79x7kvhap8x03ylfqc9vurg822h3e |  10 | 0  | 0  | 0  | 0  | 0  |  0   |
| stake1uxu7nfekerd455acpnz20n99syh4vuswnykk0wpsn77g4pcn6ts9c |  7  | 4  | 5  | 16 | 23 | 25 |  16  |
| stake1uxvju5uy7j72meqq5xpguqc73hc4l0qaj3spgutsvj7ntmqsj5q2m |  8  | 0  | 1  | 7  | 8  | 11 |  8   |
| stake1uxvldkh0tmavs0pu8aeetj0x7929r4mae6d6dwcrqk0lv0gke9q7p |  10 | 2  | 2  | 2  | 2  | 3  |  3   |
| stake1uxvu2nxc9zer7dvu9e68jgsht20u7j6tl3lhvxk68hsacwc6ta5up |  1  | 0  | 0  | 1  | 1  | 1  |  1   |
| stake1uxw0s84tqapqw6zqm57pa472x7r8extae5zhxqdcxapvg2cxp2mml |  10 | 1  | 2  | 0  | 0  | 0  |  0   |
| stake1uxwkd09ttz7q8nws6fs842gn4grq2nf8aykd2nznrq3xlvqspxf7h |  10 | 0  | 0  | 0  | 0  | 0  |  0   |
| stake1uxwmq3439a04sc0rjx4gte8gs995qr0934qcdzn7ryyllzgmenh0j |  1  | 1  | 2  | 2  | 1  | 7  |  2   |
| stake1uxxa60kfqzcr29c23qlq2nlljxeckvmpdfunuwpw00x0uqsnjm0y0 |  10 | 0  | 0  | 0  | 0  | 0  |  0   |
| stake1uxxsnt7xvk366ee7sm827mqnh5pksyydmdxwj0px3qf22qgdg9kn5 |  2  | 0  | 0  | 0  | 0  | 0  |  0   |
| stake1uxy2ed92ey9qk9g4e9lq8ztpul2n6p8zld4e7kpzhkp3hfs3gee7z |  1  | 0  | 0  | 1  | 1  | 1  |  1   |
| stake1uxy2fcwv7yzh39w0rs8kag3mdmrlylqhry0sckeld4futnsyhvf27 |  30 | 0  | 0  | 0  | 0  | 0  |  0   |
| stake1uxylqmsjagh5zmfqyacczmx6kt3hd2dxm9pszgj2zr8vukq4j0wns |  10 | 0  | 0  | 0  | 0  | 0  |  0   |
| stake1uxza6sgs9fe726s0rykpn5ltqyekyn7usuujhzhemvmd87cu7cyqq |  1  | 1  | 2  | 0  | 1  | 0  |  0   |
| stake1uxzlzpcw8t3caakuweglud4ahre2v6035lzf9mf2gayrgkcrx3gdv |  7  | 0  | 1  | 1  | 0  | 1  |  1   |
| stake1uy0ya5hlrjv0wrgkclkta23ap4sah0ysmnxcgv7myv4pppsgmx6hh |  2  | 1  | 0  | 0  | 0  | 0  |  0   |
| stake1uy27h8l945yq40525p2k92whcd578u69rrpan0zzk5fefmsczw03k |  10 | 0  | 10 | 10 | 5  | 10 |  10  |
| stake1uy2jvftun0rdune0rmzll77tjyrn4zu2n9myghkgwxsg8rswyfsy9 |  5  | 0  | 0  | 0  | 0  | 0  |  0   |
| stake1uy2kfcpzfqfs2kddv0zmyyjxzkq5kl8lkwuwfpzmng3653qvf8eqf |  2  | 2  | 3  | 2  | 2  | 0  |  0   |
| stake1uy3exxy9rxpsjq2e8f3pez6wupwyxu2uhnzrcp4xqw0e8fghud798 |  2  | 2  | 2  | 2  | 2  | 3  |  2   |
| stake1uy3j0sjpdzxhaedexm2htvu4ffx48pshlq0ac3ylutn4uzsn84lwj |  1  | 0  | 0  | 0  | 0  | 0  |  0   |
| stake1uy3j3g7z5jd8x2lcrn5u03rxrggx9ad5td35haw3jz59g5gk3yt7f |  1  | 0  | 1  | 1  | 0  | 2  |  1   |
| stake1uy49gshxefz0aypl43sd8dqq5cp0y3n6ngfj3ey4emjtjjqaxdngj |  1  | 0  | 0  | 2  | 1  | 1  |  1   |
| stake1uy4kfe4cp63aqrgksjwaavknfr2l32vesxx0y7mk5y8n8usmuzazu |  1  | 0  | 0  | 0  | 0  | 0  |  0   |
| stake1uy5rwy9jma6ppydta7fds2qtcwwu466x3qyy7ue254d7rdcwm9x2l |  11 | 0  | 0  | 0  | 0  | 0  |  0   |
| stake1uy6kqdfa6x8mx83pcdznuskmhz092ecc7urwetzevu5my4gfvhx46 | 110 | 10 | 0  | 5  | 0  | 5  |  5   |
| stake1uy6qz3rzjvx0jds6kp6a0g35l2vct4dlrl8rmqs0jlcd3rsejar7a |  3  | 0  | 0  | 0  | 0  | 0  |  0   |
| stake1uy79purhcufff5yynl56z3tfuyk9pmrs3hkl7w3ka0n4xtggcnz9g |  20 | 5  | 10 | 10 | 0  | 0  |  0   |
| stake1uy7za6r4xedaj8f82ksx8kfwvmuy5nz4djmcn35cwn7wxegfzs8c3 |  1  | 0  | 10 | 1  | 0  | 0  |  0   |
| stake1uy80w9xzepfm50qtgs8vpttz7yf6cy2q4t8dvg0ugxf67gq6pq8qz |  1  | 1  | 1  | 1  | 1  | 1  |  1   |
| stake1uy86gjvmt6j23enlsap7ntd8g9kew2zj8v84d7crlhlalcsyc7z0u |  10 | 0  | 0  | 0  | 0  | 0  |  0   |
| stake1uy8l542hpcfdmse82nuft9dpys70msw5x0makpjd20zq09gs5kyfv |  16 | 17 | 11 | 11 | 0  | 0  |  0   |
| stake1uy8q0yzmc6f2c60mjj2084pm7j9y2j9w2aqgh0jdszw6jmq38t783 |  1  | 2  | 2  | 3  | 0  | 0  |  0   |
| stake1uy8wsza8pavtdac6ugah5g9vg5chvzfu2he7y00e5qm3rucrywee0 |  4  | 0  | 4  | 10 | 9  | 5  |  5   |
| stake1uy8x7955yytscn7e82gq2snr68ngc4ex98szhm4ex4wa9tcn33kqn |  1  | 0  | 0  | 3  | 3  | 1  |  1   |
| stake1uya2vt928y3syanl0dvvdectzcn50epdu5qmete2seusrlca2w8s9 |  1  | 0  | 0  | 0  | 0  | 0  |  0   |
| stake1uyaeyam6n08kktxavtareq5py65q6xyt0z0yqjlgkxfq8mcn4v38x |  55 | 0  | 0  | 0  | 0  | 0  |  0   |
| stake1uyafzknnyurfq99jtlmt4yzfphf2rwmxy4wzq7k97zc5nws98p5g4 |  7  | 0  | 1  | 1  | 0  | 1  |  1   |
| stake1uyavm3shrlnfmdgxn2wtrrxphx4ahcn0ulh07m83zehs9kspau7cl |  3  | 0  | 0  | 0  | 0  | 0  |  0   |
| stake1uyazf3575pqmsree634y7jftkn55p85leye3rta2ut3mmygmtrdqy |  15 | 0  | 0  | 0  | 0  | 0  |  0   |
| stake1uycalz350aztq76s40lcct5ef6aw2t8lrj5vh5lxugn88yq3rzsmu |  1  | 1  | 1  | 1  | 1  | 1  |  1   |
| stake1uycr8qnhfzu0zv6p235sfj6fry8tresc8urg2uqr7cr6juq53ftxj |  2  | 0  | 2  | 10 | 0  | 10 |  2   |
| stake1uyd3v2g3rcpfrg9706ca779dp9e7rx0r58l7v6363qh0m2cgglhfx |  1  | 0  | 0  | 1  | 1  | 1  |  1   |
| stake1uydsg737cmg4za4nqhv59wrdzt7pl3eaajfwfp7juk4789cpj33qk |  2  | 2  | 2  | 2  | 2  | 2  |  2   |
| stake1uyfkjw4yq0pslq6m7hwtydfwt27a3s0evvl53espp3h7qwqtpw4pc |  2  | 2  | 2  | 2  | 2  | 2  |  2   |
| stake1uygg6h99ve3yjand3sahnq8uqam773vhfml7dfrlc96t6ngdz00mn |  2  | 0  | 0  | 0  | 0  | 0  |  0   |
| stake1uyhmeydvp4pldwfkyvycswjp494kljwjdup0jrtz4mx92qqfr2tlx |  6  | 0  | 0  | 0  | 0  | 0  |  0   |
| stake1uyj42u395urp4sqj3cmhjn6p84wlyaktdjnm77kaa7uxrmslkgy32 |  2  | 2  | 2  | 2  | 2  | 2  |  2   |
| stake1uyj75yxhdxgv2ese8rjz7cy4nh6plfaavduwr6u408x7p5s0wuccp |  1  | 0  | 0  | 0  | 0  | 0  |  0   |
| stake1uyjndggqdkw06ej79q32c94rhpyl29vz47zcwj8xqdvzr2qjlsdqt |  20 | 0  | 0  | 0  | 0  | 0  |  0   |
| stake1uyjrrpqj2czkeqv87nnuzjahk9le7sckvdm9mt59zatwgrcd332q5 |  10 | 0  | 0  | 0  | 0  | 0  |  0   |
| stake1uyk7pcvam3k7ttzly6708327uux057ucqydrqtznpcu4a2sm62945 |  20 | 20 | 0  | 0  | 0  | 0  |  0   |
| stake1uykg6kxmf0pdsq03stjmfk56lkt3p26djqxek35kkswmnqcmzt9jk |  2  | 0  | 0  | 0  | 0  | 0  |  0   |
| stake1uykyjsngrg788h7dqst67m0ydf982sv39e7aspm9xvzawgqeyqhk8 |  10 | 0  | 0  | 0  | 0  | 0  |  0   |
| stake1uylj7n730q4g3uf9g87ryjugwy6rtxqwlafhrywgsy8rgfgp6960z |  20 | 0  | 0  | 0  | 0  | 0  |  0   |
| stake1uym09rdd03dkazewnurz2adl8vwrejehcl2a4adelth0q5s3g2xc9 |  38 | 0  | 0  | 0  | 0  | 0  |  0   |
| stake1uymmdghzp5m7k9u9tsapj20wnl3c4cgjeqt9tskjdhmvzfgq2a6lm |  4  | 2  | 4  | 4  | 5  | 2  |  2   |
| stake1uymyf757d8v8fw30g9qyc0lp08j8cek5jafdl8speue5pngvt7h9a |  7  | 0  | 0  | 0  | 0  | 0  |  0   |
| stake1uyp34xnmrkfjakxkuncg3y0k84h62ugsp08qdy78cjza0qclqg66p |  1  | 0  | 0  | 10 | 0  | 0  |  0   |
| stake1uyp82zvkp83pc6y4rvq7dhsq4nx5udxgpp37qa2upv97a0cxmkmfj |  1  | 0  | 0  | 0  | 1  | 0  |  0   |
| stake1uypqhun30xk8rf7u7kn8c8ql53apnvmkzugyaatnxhvaczq0hpknt |  1  | 0  | 0  | 0  | 0  | 0  |  0   |
| stake1uyq4xsmqaxy4tyfzap628fppzp4jw4ywd8hhfkcxknpaqgcx25wjl |  1  | 0  | 0  | 0  | 0  | 0  |  0   |
| stake1uyreukyfawkjsf9pzy6axm6jaj6zvcupvxs58qd7sq5c0gs20mzu9 |  1  | 0  | 1  | 0  | 2  | 2  |  1   |
| stake1uyrnr97gjysxm26jm4e3qh423ushhwgygeepldzy05ph98ggf8qv6 |  13 | 0  | 7  | 8  | 7  | 30 |  8   |
| stake1uyrrh6njus984gwg0pw8399ry6rzryg7vkhuatw8rquy99cp89r4u |  1  | 0  | 0  | 0  | 0  | 0  |  0   |
| stake1uys45z9f5q5uwc3d7zu0pgy3pedrtjsdyn0xcsw7x60gfkceewc5e |  1  | 0  | 0  | 0  | 0  | 0  |  0   |
| stake1uyst5gws6qxynq7w3szm4ydnz6074t8hhygt8yer6lxhx2cq5ct27 |  5  | 0  | 0  | 0  | 0  | 0  |  0   |
| stake1uysw9yf3c4lnh4aywcvl0nzt0zmzvem7zch67ywmcxex4dcj6xdch |  1  | 0  | 0  | 0  | 0  | 0  |  0   |
| stake1uytwyhpfagc43a8qa3sc563shn9cnwduawh5y6wlq07gpngd7dwac |  8  | 0  | 0  | 0  | 0  | 0  |  0   |
| stake1uyuf6d354efdu7fex6ns73mw59f87rg823fev3ezdfyn0wq4np678 |  1  | 1  | 1  | 1  | 1  | 1  |  1   |
| stake1uyuhrffeyk59xg4ejyquw6mu2g9wf0jet9f3frf70fj5u4cf52wv0 |  9  | 1  | 0  | 2  | 3  | 2  |  2   |
| stake1uyusfxg4cvfh53whheap4qk0tt2vyrys6vukkkhm0s3ewps3znc2m |  10 | 0  | 0  | 0  | 0  | 0  |  0   |
| stake1uyv0g3zxcgpnttzktexg5xjwzm07elhjkgde2zgcz79h36gume5gw |  7  | 1  | 7  | 20 | 9  | 12 |  10  |
| stake1uyvhy9lskgs3yzrxzcngcq3tkpwzx79u2suhkh4k7j02jncrv9fg4 |  4  | 0  | 0  | 1  | 5  | 1  |  1   |
| stake1uyvzz6wndvntzk4u8uh52d3e5ntk3z8t8rfyke9gzjv390qmpmlze |  6  | 0  | 0  | 0  | 0  | 0  |  0   |
| stake1uyxgdk2dmtes2qlr225pvx2dq3d8d0c82ukm2u8nn6lxnhstyrng7 |  1  | 1  | 0  | 1  | 0  | 1  |  1   |
| stake1uyymcwksv7al5tn46c5gnkrp6ddyyn29d3t8ams7y3scc5clkz046 |  2  | 2  | 2  | 2  | 2  | 2  |  2   |
| stake1uyz2wlqpq0c65z0g3fn6czymewe4mmzjn8ym9kqxpsplplc0ndjdk |  10 | 0  | 0  | 0  | 0  | 0  |  0   |
| stake1uyznc7na08pthcrfgsgmnh53gyw5sgyt5j0kfzed8mqr47c44292a |  1  | 1  | 1  | 1  | 2  | 1  |  1   |
| stake1uyzq80sck8fhkw54efxt2d0scpad0njudt058rja55fqs3s6npjxj |  9  | 1  | 1  | 1  | 0  | 2  |  1   |
| stake1uyzuyqcdzg08hh4zu342gtglaenenqjh65y35ev5l8yqagq98c7p8 |  30 | 0  | 0  | 0  | 0  | 0  |  0   |
| stake1u806d6694pnvhzvhx9q9t7r4qectgjqgu4kcze6esmv4d8qjvp04a |  0  | 5  | 0  | 0  | 0  | 0  |  0   |
| stake1u83s2jmw3s49nm4mhstatsc449r24ek866u770w4uc365agfx25ck |  0  | 1  | 0  | 0  | 0  | 0  |  0   |
| stake1u840280wy9vp2paxu2dz3zd9w9256tnweeyvkfecyhtrrpqzsupkz |  0  | 5  | 0  | 0  | 0  | 0  |  0   |
| stake1u86dec45eja37mnf3agftq2tpqmnql8rgggtan3luyt6rasmmxg4y |  0  | 20 | 0  | 0  | 0  | 0  |  0   |
| stake1u874qcq88nl324zygllv38tjark5snyy5t3krrrw6fhxlzqshz5c7 |  0  | 1  | 1  | 1  | 0  | 1  |  1   |
| stake1u87xw46rfesvu85xd4eadqsq2997j2h3f7hm7s2t945t9nqflj25j |  0  | 1  | 1  | 0  | 0  | 0  |  0   |
| stake1u8dc4e2jkcq0w2fw42mhmk8r66yxrqexxl5qp5u0yderecg4nqmkm |  0  | 1  | 0  | 0  | 0  | 0  |  0   |
| stake1u8f029yylw5538nfmvu5yu5y82x3pdd6pemj2tp8dzmsg2s2y4223 |  0  | 1  | 0  | 0  | 0  | 0  |  0   |
| stake1u8f5ttxj8ufk26sk8nuj9xzdckjtfpygrwzhltkrdxpth5chc5h6p |  0  | 2  | 0  | 0  | 0  | 0  |  0   |
| stake1u8hqx7mm5ktqtfpm66djegw9g8elhuevgqa4z8cxwm0aryqwxc9ql |  0  | 2  | 0  | 0  | 0  | 0  |  0   |
| stake1u8hz5yesel6e0v8p8ha6k0w5d263q29csn4ssdt5vlu6jecj5lykw |  0  | 9  | 0  | 0  | 0  | 0  |  0   |
| stake1u8jje0um5jptds28zsa76fym86n3s7enxq5uccyp9v5rdgq23lqja |  0  | 1  | 0  | 0  | 0  | 0  |  0   |
| stake1u8nrzrrhuss7mdqxsd54nz2shtv2qva97kp5ulujsvkvyxgtmj0d3 |  0  | 1  | 1  | 24 | 3  | 0  |  0   |
| stake1u8p43rjua8z59dn75r34d00kynszlnm0ee2r7nrr39k0kfq8kwpq0 |  0  | 3  | 0  | 0  | 0  | 0  |  0   |
| stake1u8relmm6up63yf9cc70yl4wzqy7r28zkn4tusamjsqglwts29xl0j |  0  | 11 | 0  | 0  | 0  | 0  |  0   |
| stake1u8rpn3v3w7cvq0hpy5r05cqvtm9495j3xqn8j9xwvsutafshr89jy |  0  | 1  | 0  | 0  | 0  | 0  |  0   |
| stake1u8rrx7ahz8pr4x7heem23v4nnhm5rc55yevjs4fltm2g6hcd4h8ed |  0  | 2  | 0  | 0  | 0  | 0  |  0   |
| stake1u8ry9r93qxznpz7x502q9snt2kp3tkuh7j3sgfjdshusugczqaxn2 |  0  | 11 | 0  | 0  | 1  | 0  |  0   |
| stake1u8skjcu5kv8wk40ke4xjtc5wjrcser9ykp8wnne7n83gw5qp8vrqq |  0  | 2  | 0  | 0  | 0  | 0  |  0   |
| stake1u8yx38khqre9588ytlrhw2y2gucfr7fjwyvhrclu0pzljtqvjxx7h |  0  | 2  | 3  | 0  | 0  | 0  |  0   |
| stake1u8zefxr6gh5lxrfsfdf2yne7mwyc68njvcdzygclrykr9dcc80sat |  0  | 20 | 0  | 0  | 0  | 0  |  0   |
| stake1u93rj8m8qlcqg8rplw2l522wxlgt67rg4np457yrfs76vcchulu0h |  0  | 1  | 0  | 0  | 0  | 0  |  0   |
| stake1u98skh5sfdh6apk6dptsp0rcef35ct767czvxlkkksvvtrc00ykpc |  0  | 2  | 0  | 0  | 0  | 0  |  0   |
| stake1u98zvwv4kfdtrceyu4ssmeqgkv47gvfgptcusxzq5l6aclgtjegq9 |  0  | 2  | 0  | 0  | 0  | 0  |  0   |
| stake1u99way4xpp6n3tf0884k7sj9f4pn6chxynj35wyyxqxe0kcdxmm6s |  0  | 2  | 2  | 2  | 5  | 2  |  2   |
| stake1u9dm4v9r52jtwf9jvuv59zrklcx40zq2npm25uwd6ewpk9glrfyd0 |  0  | 2  | 0  | 0  | 0  | 0  |  0   |
| stake1u9evuh03zsncl8yqdxyhg5ap6lqle9ywmcp0zvs5c3fa3ucx5qlua |  0  | 1  | 0  | 0  | 0  | 0  |  0   |
| stake1u9ptgtcz2gwq8xp5nnxcvwes027gqjrflt9ydlzxvnrlstqquxgg2 |  0  | 1  | 0  | 0  | 0  | 0  |  0   |
| stake1u9py2rql7jywg3yphwehc5lh0g92ddflkmw5yhrcurc7mssxj5j5p |  0  | 1  | 0  | 0  | 0  | 0  |  0   |
| stake1u9q3357llm0qjewwvx6s0anvdpwg7jgq6ya4wl6a5uh38es2yzyry |  0  | 3  | 2  | 0  | 0  | 0  |  0   |
| stake1u9srhjye4rf8a3r5a9v6fttlavdmtye8v9eumft4xdgms2gvyknnw |  0  | 1  | 5  | 5  | 2  | 1  |  1   |
| stake1u9u2nftn3zz9aas72f0zt828qfvr4drfpmv9ffs7krlfffg8llvpf |  0  | 2  | 0  | 0  | 0  | 0  |  0   |
| stake1u9ute3w9zxnhyylz44az3c3fwt8j9lul2vspl939pjee9hcex2zzj |  0  | 5  | 0  | 0  | 0  | 0  |  0   |
| stake1u9wyww6lpntsmntf9fmp8wqsnx35a6akfr2tg8jv5gy936gzr799l |  0  | 10 | 0  | 0  | 20 | 0  |  0   |
| stake1u9y9ftdu7eju3xtpscmw3v50fe95z64glmx6vfkx2zqmpvsu8lwxn |  0  | 7  | 39 | 0  | 10 | 0  |  0   |
| stake1ux0zd0lawn52qs6nqdtepf5xu8yyu96avsm7vw4q8g32jxqum9pse |  0  | 2  | 0  | 0  | 0  | 0  |  0   |
| stake1ux205s5euswtlu3hp85lwyulwlgvamjqjusn3kp4wzvc4csxcafrr |  0  | 10 | 0  | 0  | 0  | 0  |  0   |
| stake1ux4ln69fwjgfnzlrkhpeyktyufnrkar9skcvhqmflwjn2qsjdv3ua |  0  | 30 | 0  | 41 | 0  | 0  |  0   |
| stake1ux66hlzwk74vlwg7gd3k3swsapkwy4uawx7jlh2dnvczcpqmnexal |  0  | 1  | 0  | 0  | 0  | 0  |  0   |
| stake1ux8kw0zyl6davq25rmxemcqrkgeu00glyry4zzc0qy5j5sgu3hyky |  0  | 2  | 0  | 0  | 0  | 0  |  0   |
| stake1ux9kmds5tmpz0kfy4ujrc3sk8nj9wfxls7rgy37pgkkea2g6j7csk |  0  | 2  | 0  | 0  | 0  | 0  |  0   |
| stake1uxe5dreqgfnsc2adwj4rr8lsnde4xcn4707feerxcxfduyc4clqk3 |  0  | 5  | 2  | 0  | 0  | 0  |  0   |
| stake1uxhrdum7gmlw5vlp630j9udl9g86nmqu2vlhqcxm4xyyhksdf7vu3 |  0  | 1  | 0  | 0  | 0  | 0  |  0   |
| stake1uxj48x5eurk2mfg2uqffuneezes7d836d8h7z6fqywg07ncghzt2k |  0  | 1  | 0  | 0  | 0  | 0  |  0   |
| stake1uxj5kt92vrkknhmex0pjn6uusw0g5qslu4k5hsmju6lcussf7yp7r |  0  | 2  | 0  | 0  | 0  | 0  |  0   |
| stake1uxk0epclkasfpdr74u7xumv4s2fd68mwxplk6xmcy6ua6kc9jzkxd |  0  | 2  | 0  | 0  | 0  | 0  |  0   |
| stake1uxlyvz5adaww0wgrcw7lepkp5n0hzvrw604ctw7x9rvhe9qgsw5ep |  0  | 2  | 0  | 0  | 0  | 0  |  0   |
| stake1uxmhzu2zfekgs74e9ma9gxra7qqgqjszdvd5yvtvpgmnlfq0exzu0 |  0  | 5  | 26 | 0  | 0  | 0  |  0   |
| stake1uxrx6qfx2rxg2wdcpzqgxxa74lfgn6aa429l74j2hq4vr0qyxd76s |  0  | 5  | 0  | 0  | 0  | 0  |  0   |
| stake1uxrz9hplu87wvcn79s6lq7tg0w2n8f7f4wflaf27j59xg6ca48nv2 |  0  | 1  | 1  | 0  | 1  | 6  |  1   |
| stake1uxs2yr44yglfsxvw0euk368p0t4psnwwyyekzzann0ej5jq0rghns |  0  | 5  | 6  | 0  | 0  | 0  |  0   |
| stake1uxsyfmhganwyex3peehwutk4u43w7scdets0sc5plz2gw3q24f663 |  0  | 6  | 5  | 0  | 0  | 0  |  0   |
| stake1uxvr48xqlwjkvkywuqmjctr4zjc4jmtd0lek8tnlppcpaqc3nnpa3 |  0  | 4  | 0  | 0  | 0  | 0  |  0   |
| stake1uxyjslyx0kcx8zcfu9zjeg473ma8e3rhgzp8t58mtxd23usvsuj2e |  0  | 1  | 0  | 0  | 1  | 0  |  0   |
| stake1uxz94gvjcpy5v8j5fem5znsuune3vc0hyl50sj9zrfl08zcf2y0hk |  0  | 3  | 4  | 6  | 5  | 2  |  2   |
| stake1uy2aefgz4hgfq5rstqqn9neq7xc2jfkr5hzkw2y5gmfe24szm588v |  0  | 2  | 0  | 0  | 0  | 0  |  0   |
| stake1uy2zazy6tjv2hufpy82hd0hn306l2l97m9auyq9gaaztcgcjfmae2 |  0  | 6  | 5  | 0  | 0  | 0  |  0   |
| stake1uy3c5jrwupsxj4txejf284klet046vkqdyz5xqupwgszqns9nh68d |  0  | 1  | 1  | 1  | 0  | 1  |  1   |
| stake1uy3wr2uf3tv2eagj27q85rf5uzxh0ppwacmqmg8pwxr9q9qc8cp9p |  0  | 3  | 0  | 0  | 0  | 0  |  0   |
| stake1uy86wwn3g2xj0mplgsvd8294u5ku59h4vlaum4rswdzmtlcjnrghg |  0  | 10 | 0  | 0  | 0  | 0  |  0   |
| stake1uy8s3w0ncduwe6rrjqlc9wyd0zzn5c8h642xph74eprx70sqyeuj2 |  0  | 2  | 0  | 2  | 0  | 0  |  0   |
| stake1uyf3vxzda7glka2rlyu39h44n387xt2z5epp85ylu2y3rqqnrn22k |  0  | 6  | 0  | 0  | 0  | 0  |  0   |
| stake1uyfc9pfxjjefteut6c8m6e778pwunhjx6palx7tfm4rg5qsycxjk9 |  0  | 2  | 0  | 0  | 0  | 0  |  0   |
| stake1uyh7ms69rjsrgnkzzsgqfqlwntf4dkxl6mttpmu2dm5r48qj76997 |  0  | 9  | 8  | 0  | 5  | 0  |  0   |
| stake1uyhat42eyz6jf0lwpmv0v8d0g3xsmk2yfd9ld5f5qkx2xzgzvn602 |  0  | 2  | 0  | 0  | 0  | 0  |  0   |
| stake1uyj7uuy779wsd2skcudqvcjkuyta2gvwp9qfd8xyzr24hmghxyvkn |  0  | 4  | 0  | 0  | 0  | 0  |  0   |
| stake1uynplur9gjheyegxu9kj5edqfe5r2wjlflz9m8te0fxh4eqe54yd6 |  0  | 2  | 0  | 0  | 0  | 0  |  0   |
| stake1uyp3xv90pts3mn692w0ld6s72palxz4s8hss2sfcurcakxsstcrmv |  0  | 1  | 0  | 0  | 0  | 0  |  0   |
| stake1uyqvy9xxnrvq9kwcflk9uy9j3rs6vj9mxnvldtsjkcwg2agj6z4p3 |  0  | 1  | 0  | 0  | 0  | 0  |  0   |
| stake1uyrrr7sssxnszs7fd7erxjlannqfj4xjvaqcgnh5d4gddwqyer3a9 |  0  | 1  | 1  | 1  | 0  | 1  |  1   |
| stake1uyukwpl0803weqww6kclegp67rsqry90te05qjx9qzy547s7ys93f |  0  | 2  | 0  | 0  | 0  | 0  |  0   |
| stake1uyv2mkw29ujj3m0pvngsvmseeknc2r77hdjxfdmyxd65czgm42xy8 |  0  | 3  | 0  | 0  | 0  | 0  |  0   |
| stake1uyz8ulcp2s0tw4tmkerrnz2s8jyf4z3lmapddpyn8wkpsrqtd2km6 |  0  | 1  | 0  | 0  | 0  | 0  |  0   |
| stake1u857l0qrgvk2r5c2jjk8gaq9fz06e6el3hjmjy9ghjn554cm22qdh |  0  | 0  | 1  | 0  | 0  | 0  |  0   |
| stake1u877ynusvug96xwd05j9eufjfdmtkpt2f2k3w2q7xqhf3xcztlk4q |  0  | 0  | 1  | 2  | 0  | 0  |  0   |
| stake1u8c8lg5mqx4gw6ws47atyxcjy4nh4fukjdpss3n8mlkrqaspnf5l7 |  0  | 0  | 1  | 0  | 0  | 0  |  0   |
| stake1u8chymj75m09vcy9p346a5dmlxam3jg8zpdun88ldrv09dqdl9j02 |  0  | 0  | 1  | 1  | 1  | 1  |  1   |
| stake1u8ja44mtxvpytru4hx3spegqndnmd7ft6hmfsmfeavx5zvsgnfal9 |  0  | 0  | 1  | 0  | 0  | 0  |  0   |
| stake1u8jkp3rz9z9htws27x3rq020569trvevetg5w8eg9vyu49sngtnur |  0  | 0  | 2  | 0  | 0  | 0  |  0   |
| stake1u8k9j4h53hq7q35r88k2k3zj2xeh2m4wp6dnm5c5zlqv5jsg045wv |  0  | 0  | 1  | 0  | 0  | 0  |  0   |
| stake1u8nxw9m7jywvu8fj576ce6l6ewhvwrucg2gdd5759k5gdfqpf2j6g |  0  | 0  | 4  | 4  | 4  | 10 |  4   |
| stake1u8t3r4qesm3nucx6f6eg2qzdq3ryx8s905zg2u4vex9hevgcqt0et |  0  | 0  | 2  | 0  | 1  | 0  |  0   |
| stake1u8uym0gfz47j97vgggt7ewrjchedf9txtl3wcj90pgz4x6cwu294u |  0  | 0  | 6  | 0  | 0  | 0  |  0   |
| stake1u8xcg05shytevql66p53xslummghhrtsfl8u5lm4yv2cf8cx8r3xl |  0  | 0  | 10 | 0  | 40 | 0  |  0   |
| stake1u8xtj6v8tkmaufrptt7mnxeet5hzg7pdftm9pq9wtt50esgvkj88j |  0  | 0  | 1  | 1  | 0  | 0  |  0   |
| stake1u8ypw5p2e5795jdsdw9nxads3ucvwx53fs7vwhm47njtqkcd2x0sw |  0  | 0  | 1  | 0  | 0  | 0  |  0   |
